candidate_id,current_rank,overall_quality,elite_strong_medium_weak,trust_level,primary_strength,primary_risk,should_move_up,should_move_down,notes
CAND_0080766,40,Strong interview profile,STRONG,MEDIUM,"Strongest family: retrieval. search_ranking `relevance` L5 at Aganitha / Staff Machine Learning Engineer: The work spanned data infrastructure, ranking algorithms, evaluation methodology, and direct collaboration with produ... | search_ranking `ranking layer` L5 at Swiggy / Lead AI Engineer: Designed the ranking layer for the company's flagship product: how do we surface the right thing at the right time, a...",graduation_after_employment_start; skills_current_role_mismatch; skills_headline_mismatch,NO,NO,"gold=STRONG; final=0.609; search=0.63; retrieval=0.79; eval=0.70; trust=6.0. search_ranking `relevance` L5 at Aganitha / Staff Machine Learning Engineer: The work spanned data infrastructure, ranking algorithms, evaluation methodology, and direct collaboration with produ..."
CAND_0054394,41,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Netflix / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Netflix / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; current_title_evidence_mismatch; skills_career_history_mismatch,NO,NO,"gold=MEDIUM; final=0.598; search=0.74; retrieval=0.68; eval=0.74; trust=11.0. search_ranking `learning-to-rank` L5 at Netflix / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0070485,42,Strong interview profile,STRONG,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Dream11 / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Dream11 / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch,NO,NO,"gold=STRONG; final=0.591; search=0.74; retrieval=0.69; eval=0.74; trust=6.0. search_ranking `learning-to-rank` L5 at Dream11 / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0001610,43,Strong interview profile,STRONG,HIGH,Strongest family: vector search. search_ranking `ranking model` L5 at Zoho / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | evaluation `a/b testing` L5 at Flipkart / Senior Data Scientist: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.591; search=0.47; retrieval=0.75; eval=0.35; trust=0.0. search_ranking `ranking model` L5 at Zoho / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0005649,44,Strong interview profile,STRONG,HIGH,"Strongest family: vector search. search_ranking `ranking model` L5 at Glance / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `relevance` L4 at Sarvam AI / Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.589; search=0.48; retrieval=0.76; eval=0.38; trust=0.0. search_ranking `ranking model` L5 at Glance / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0093547,45,Strong interview profile,STRONG,MEDIUM,Strongest family: search ranking. search_ranking `learning-to-rank` L5 at PhonePe / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener... | search_ranking `ranking pipeline` L5 at PhonePe / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...,template repetition; graduation_after_employment_start; template_repetition,NO,NO,gold=STRONG; final=0.585; search=0.88; retrieval=0.45; eval=0.50; trust=11.0. search_ranking `learning-to-rank` L5 at PhonePe / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...
CAND_0022812,46,Strong interview profile,STRONG,HIGH,"Strongest family: search ranking. search_ranking `ranking model` L5 at Dream11 / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `learning-to-rank` L5 at Razorpay / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",No major V2 trust risk; still verify synthetic profile realism.,NO,NO,heuristic_label; final=0.584; search=0.76; retrieval=0.28; eval=0.73; trust=0.0. search_ranking `ranking model` L5 at Dream11 / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0013613,47,Strong interview profile,STRONG,HIGH,Strongest family: vector search. search_ranking `ranking model` L5 at Razorpay / Senior Data Scientist: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | evaluation `a/b testing` L5 at Salesforce / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.579; search=0.47; retrieval=0.68; eval=0.39; trust=0.0. search_ranking `ranking model` L5 at Razorpay / Senior Data Scientist: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0060054,48,Strong interview profile,STRONG,HIGH,Strongest family: vector search. search_ranking `ranking model` L5 at Uber / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | evaluation `a/b testing` L5 at Zomato / Recommendation Systems Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.,previous_title_description_mismatch,NO,NO,gold=STRONG; final=0.578; search=0.47; retrieval=0.69; eval=0.39; trust=2.0. search_ranking `ranking model` L5 at Uber / AI Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0030953,49,Strong interview profile,STRONG,LOW,Strongest family: vector search. search_ranking `ranking model` L5 at Nykaa / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `ranking model` L5 at Observe.AI / Machine Learning Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,template repetition; current_title_description_mismatch; skills_current_role_mismatch; template_repetition,NO,NO,gold=STRONG; final=0.569; search=0.64; retrieval=0.71; eval=0.60; trust=13.0. search_ranking `ranking model` L5 at Nykaa / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0044855,50,Strong interview profile,STRONG,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at LinkedIn / Recommendation Systems Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation systems` L5 at LinkedIn / Recommendation Systems Engineer: Recommendation Systems Engineer.,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.566; search=0.26; retrieval=0.69; eval=0.57; trust=0.0. evaluation `a/b testing` L5 at LinkedIn / Recommendation Systems Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0036863,51,Strong interview profile,STRONG,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at upGrad / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at upGrad / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; template_repetition; thin retrieval evidence; recommendation-heavy without enough retrieval,YES,NO,"gold=STRONG; final=0.566; search=0.88; retrieval=0.05; eval=0.95; trust=8.0. search_ranking `learning-to-rank` L5 at upGrad / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0041610,52,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Zoho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Zoho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.566; search=0.89; retrieval=0.19; eval=0.95; trust=17.0. search_ranking `learning-to-rank` L5 at Zoho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0061655,53,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Krutrim / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Krutrim / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",previous_title_description_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,YES,NO,"gold=STRONG; final=0.565; search=0.65; retrieval=0.08; eval=0.83; trust=2.0. search_ranking `learning-to-rank` L5 at Krutrim / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0047721,54,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Observe.AI / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Observe.AI / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",thin retrieval evidence; recommendation-heavy without enough retrieval,YES,NO,"gold=STRONG; final=0.560; search=0.66; retrieval=0.10; eval=0.82; trust=0.0. search_ranking `learning-to-rank` L5 at Observe.AI / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0070202,55,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at BYJU'S / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at BYJU'S / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",previous_title_description_mismatch; skills_headline_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,YES,NO,"gold=STRONG; final=0.558; search=0.67; retrieval=0.17; eval=0.82; trust=3.0. search_ranking `learning-to-rank` L5 at BYJU'S / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0078492,56,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Verloop.io / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Verloop.io / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.554; search=0.88; retrieval=0.24; eval=0.93; trust=14.0. search_ranking `learning-to-rank` L5 at Verloop.io / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0006557,57,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Paytm / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Paytm / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",previous_title_description_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,YES,NO,"gold=STRONG; final=0.546; search=0.66; retrieval=0.10; eval=0.87; trust=4.0. search_ranking `learning-to-rank` L5 at Paytm / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0044883,58,Strong interview profile,STRONG,MEDIUM,Strongest family: recommendation. search_ranking `ranking model` L5 at Paytm / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | recommendation `recommendation systems` L5 at Paytm / Recommendation Systems Engineer: Recommendation Systems Engineer.,previous_title_description_mismatch; skills_headline_mismatch,YES,NO,gold=STRONG; final=0.539; search=0.48; retrieval=0.72; eval=0.29; trust=5.0. search_ranking `ranking model` L5 at Paytm / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0018549,59,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: recommendation. search_ranking `learning-to-rank` L5 at Uber / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Uber / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.537; search=0.65; retrieval=0.15; eval=0.82; trust=7.0. search_ranking `learning-to-rank` L5 at Uber / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0041568,60,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Haptik / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Haptik / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; moderate_career_incoherence; previous_title_description_mismatch; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.532; search=0.66; retrieval=0.25; eval=0.89; trust=10.0. search_ranking `learning-to-rank` L5 at Haptik / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0030348,61,Acceptable but not interview-first,MEDIUM,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at PolicyBazaar / Senior Data Scientist: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation system` L5 at PolicyBazaar / Senior Data Scientist: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ran...,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=MEDIUM; final=0.531; search=0.25; retrieval=0.72; eval=0.43; trust=0.0. evaluation `a/b testing` L5 at PolicyBazaar / Senior Data Scientist: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0014440,62,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.529; search=0.88; retrieval=0.14; eval=0.94; trust=14.0. search_ranking `learning-to-rank` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0041669,63,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.528; search=0.66; retrieval=0.07; eval=0.89; trust=9.0. search_ranking `learning-to-rank` L5 at CRED / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0079387,64,Strong interview profile,STRONG,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at Microsoft / AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation system` L5 at Microsoft / AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ran...,skills_current_role_mismatch; skills_headline_mismatch,YES,NO,gold=STRONG; final=0.523; search=0.26; retrieval=0.71; eval=0.54; trust=3.0. evaluation `a/b testing` L5 at Microsoft / AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0002025,65,Acceptable but not interview-first,MEDIUM,HIGH,"Strongest family: recommendation. search_ranking `ranking layer` L5 at Apple / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transfo... | search_ranking `re-ranking` L5 at Apple / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transfo...",thin evaluation evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.521; search=0.70; retrieval=0.30; eval=0.12; trust=0.0. search_ranking `ranking layer` L5 at Apple / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transfo..."
CAND_0068811,66,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Meesho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Meesho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",degree_order_reversal; previous_title_description_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"heuristic_label; final=0.521; search=0.65; retrieval=0.13; eval=0.89; trust=9.0. search_ranking `learning-to-rank` L5 at Meesho / Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0069905,67,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: vector search. search_ranking `relevance` L4 at Sarvam AI / Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan... | search_ranking `relevance` L4 at Observe.AI / Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan...",template repetition; previous_title_description_mismatch; skills_headline_mismatch; template_repetition,NO,NO,"gold=MEDIUM; final=0.519; search=0.46; retrieval=0.91; eval=0.38; trust=11.0. search_ranking `relevance` L4 at Sarvam AI / Applied ML Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevan..."
CAND_0012957,68,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Razorpay / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Razorpay / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"heuristic_label; final=0.518; search=0.65; retrieval=0.13; eval=0.82; trust=6.0. search_ranking `learning-to-rank` L5 at Razorpay / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0075574,69,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Haptik / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Haptik / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",skills_current_role_mismatch; skills_headline_mismatch; thin retrieval evidence,YES,NO,"gold=STRONG; final=0.509; search=0.76; retrieval=0.08; eval=0.83; trust=3.0. search_ranking `learning-to-rank` L5 at Haptik / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0031593,70,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Genpact AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Genpact AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=MEDIUM; final=0.505; search=0.65; retrieval=0.10; eval=0.88; trust=8.0. search_ranking `learning-to-rank` L5 at Genpact AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0011162,71,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: recommendation. search_ranking `ranking model` L5 at upGrad / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `learning-to-rank` L5 at Google / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; skills_career_history_mismatch; skills_current_role_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,heuristic_label; final=0.504; search=0.76; retrieval=0.13; eval=0.73; trust=7.0. search_ranking `ranking model` L5 at upGrad / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0072660,72,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Adobe / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Adobe / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; degree_order_reversal; template_repetition,NO,NO,"gold=MEDIUM; final=0.502; search=0.88; retrieval=0.26; eval=0.93; trust=12.0. search_ranking `learning-to-rank` L5 at Adobe / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0064270,73,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: search ranking. search_ranking `ranking model` L5 at Verloop.io / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `learning-to-rank` L5 at Uber / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",signup_after_last_active; skills_headline_mismatch,YES,NO,heuristic_label; final=0.502; search=0.77; retrieval=0.27; eval=0.76; trust=6.0. search_ranking `ranking model` L5 at Verloop.io / Applied ML Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0064326,74,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Sarvam AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Sarvam AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; graduation_after_employment_start; skills_current_role_mismatch; thin retrieval evidence,NO,NO,"gold=MEDIUM; final=0.495; search=0.92; retrieval=0.07; eval=0.95; trust=17.0. search_ranking `learning-to-rank` L5 at Sarvam AI / Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0007412,75,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `ranking model` L5 at Locobuzz / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `learning-to-rank` L5 at LinkedIn / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; previous_title_description_mismatch; skills_current_role_mismatch; skills_headline_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,gold=MEDIUM; final=0.495; search=0.76; retrieval=0.03; eval=0.91; trust=15.0. search_ranking `ranking model` L5 at Locobuzz / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
CAND_0054123,76,Acceptable but not interview-first,MEDIUM,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at Meta / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation system` L5 at Meta / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ran...,skills_headline_mismatch,NO,NO,gold=MEDIUM; final=0.494; search=0.26; retrieval=0.69; eval=0.39; trust=1.0. evaluation `a/b testing` L5 at Meta / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0076163,77,Acceptable but not interview-first,MEDIUM,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Ola / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Ola / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; template_repetition; thin retrieval evidence,NO,NO,"gold=MEDIUM; final=0.493; search=0.88; retrieval=0.10; eval=0.94; trust=8.0. search_ranking `learning-to-rank` L5 at Ola / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0075249,78,Acceptable but not interview-first,MEDIUM,HIGH,Strongest family: vector search. evaluation `a/b testing` L5 at Zomato / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. | recommendation `recommendation system` L5 at Zomato / Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ran...,previous_title_description_mismatch; skills_headline_mismatch,NO,NO,gold=MEDIUM; final=0.492; search=0.28; retrieval=0.72; eval=0.35; trust=3.0. evaluation `a/b testing` L5 at Zomato / Applied ML Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.
CAND_0000031,79,Acceptable but not interview-first,MEDIUM,LOW,Strongest family: search ranking. search_ranking `ranking model` L5 at Swiggy / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | search_ranking `ranking model` L5 at Mad Street Den / Search Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.,template repetition; current_title_description_mismatch; previous_title_description_mismatch; skills_career_history_mismatch; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,gold=MEDIUM; final=0.491; search=0.88; retrieval=0.14; eval=0.73; trust=17.0. search_ranking `ranking model` L5 at Swiggy / Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM.
