candidate_id,current_rank,current_title,years_experience,candidate_family,interview_decision,confidence,strongest_evidence,biggest_concern,suggested_rank_band,ranker_judgment,reasoning
CAND_0071974,31,Senior AI Engineer,7.8,Recommendation Engineer,YES,HIGH,Recommendation/matching: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon...,"Profile consistency concern: skills_current_role_mismatch,  skills_headline_mismatch",Top 25,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Netflix Senior AI Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... Concern: Profile consistency concern: skills_current_role_mismatch, skills_headline_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the ju..."
CAND_0053695,32,Recommendation Systems Engineer,5.8,Recommendation Engineer,YES,HIGH,"Ranking/relevance: Meesho Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Genpact AI Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch",Top 25,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Meesho Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Genpact AI Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0030827,33,Senior Data Scientist,5.4,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Long notice period (120 days).,Top 25,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Freshworks Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Long notice period (120 days). Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0010770,34,Recommendation Systems Engineer,15.2,Recommendation Engineer,MAYBE,MEDIUM,Ranking/relevance: Aganitha Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Verloop.io AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.,"Profile consistency concern: current_title_description_mismatch,  moderate_career_incoherence,  skills_current_role_mismatch",Top 50,Correct,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Aganitha Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: Verloop.io AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, moderate_career_incoherence, skills_current_role_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0036184,35,Recommendation Systems Engineer,6.0,Recommendation Engineer,NO,LOW,"Ranking/relevance: CRED Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Outside Top 100,Much Too High,"Committee classifies this as Recommendation Engineer. Ranking/relevance: CRED Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: CRED Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is NO and suggested band is Outside Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0044222,36,AI Engineer,7.7,Retrieval Engineer,YES,HIGH,"Retrieval/search infra: PolicyBazaar AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: PolicyBazaar AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.",No major concern beyond normal verification of synthetic profile evidence.,Top 50,Correct,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: PolicyBazaar AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: PolicyBazaar AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0013613,37,Machine Learning Engineer,4.7,Retrieval Engineer,YES,HIGH,"Retrieval/search infra: Adobe Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Adobe Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.",No major concern beyond normal verification of synthetic profile evidence.,Top 50,Correct,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: Adobe Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Adobe Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0041669,38,Recommendation Systems Engineer,8.0,Recommendation Engineer,MAYBE,MEDIUM,"Recommendation/matching: Yellow.ai NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Correct,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Yellow.ai NLP Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: CRED Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level..."
CAND_0027801,39,NLP Engineer,7.4,NLP Engineer,MAYBE,MEDIUM,"Ranking/relevance: Zoho Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.",Profile consistency concern: previous_title_description_mismatch,Top 100,Slightly High,"Committee classifies this as NLP Engineer. Ranking/relevance: Zoho Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0064326,40,Search Engineer,7.6,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  graduation_after_employment_start,  skills_current_role_mismatch,  skills_headline_mismatch",Top 50,Correct,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Sarvam AI Search Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, graduation_after_employment_start, skills_current_role_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank..."
CAND_0037980,41,Senior Applied Scientist,9.0,Other,NO,LOW,"Ranking/relevance: Niramai Senior Applied Scientist: Designed the ranking layer for the company's flagship product: how do we surface the right thing at the right time, across millions of items, for millions of users. | Evaluation: Niramai Senior Applied Scientist: The hard problem was rarely the modeling - it was the data pipeline that fed the models, the evaluation framework that told us whether they worked, and the operational...","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Outside Top 100,Much Too High,"Committee classifies this as Other. Ranking/relevance: Niramai Senior Applied Scientist: Designed the ranking layer for the company's flagship product: how do we surface the right thing at the right time, across millions of items, for millions of users. | Evaluation: Niramai Senior Applied Scientist: The hard problem was rarely the modeling - it was the data pipeline that fed the models, the evaluation framework that told us whether they worked, and the operational... Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is NO and suggest..."
CAND_0087630,42,AI Engineer,7.2,Generic ML Engineer,NO,LOW,Ranking/relevance: Vedantu AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: Vedantu AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure.,Repeated/template-like role descriptions across employers; committee discounts confidence.,Outside Top 100,Much Too High,"Committee classifies this as Generic ML Engineer. Ranking/relevance: Vedantu AI Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Evaluation: Vedantu AI Engineer: Most of my time went into the feature pipeline (~200 features) and the A/B testing infrastructure. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is NO and suggested band is Outside Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0057563,43,NLP Engineer,6.8,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: previous_title_description_mismatch,  degree_order_reversal,  graduation_after_employment_start",Top 50,Correct,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Locobuzz NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch, degree_order_reversal, graduation_after_employment_start Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0029367,44,Senior Data Scientist,5.7,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: Rephrase.ai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Rephrase.ai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents.",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 100,Slightly High,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Rephrase.ai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Rephrase.ai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0060054,45,AI Engineer,6.4,Retrieval Engineer,YES,HIGH,"Retrieval/search infra: Mad Street Den AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Mad Street Den AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.",Profile consistency concern: previous_title_description_mismatch,Top 50,Correct,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: Mad Street Den AI Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Mad Street Den AI Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: previous_title_description_mismatch Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0076904,46,Senior Data Scientist,4.2,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",No major concern beyond normal verification of synthetic profile evidence.,Top 25,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Nykaa Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: No major concern beyond normal verification of synthetic profile evidence. Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0075249,47,Applied ML Engineer,6.2,Retrieval Engineer,MAYBE,MEDIUM,Retrieval/search infra: upGrad Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Zomato Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking.,"Profile consistency concern: previous_title_description_mismatch,  skills_headline_mismatch",Top 50,Correct,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: upGrad Search Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Zomato Applied ML Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. Concern: Profile consistency concern: previous_title_description_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0007412,48,Applied ML Engineer,7.4,Search Ranking Engineer,MAYBE,MEDIUM,"Ranking/relevance: Locobuzz Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: LinkedIn Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: previous_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch",Top 50,Correct,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Locobuzz Recommendation Systems Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Retrieval/search infra: LinkedIn Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drive..."
CAND_0040887,49,Machine Learning Engineer,4.7,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: Netflix Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.",Profile consistency concern: skills_headline_mismatch,Top 50,Correct,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Netflix Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Netflix Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0065878,50,Senior Data Scientist,7.8,Search Ranking Engineer,YES,MEDIUM,"Ranking/relevance: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 50,Correct,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Niramai Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0061265,51,Recommendation Systems Engineer,6.6,Recommendation Engineer,YES,MEDIUM,"Ranking/relevance: Zoho Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Zoho Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Zoho Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0011687,52,Senior NLP Engineer,7.8,Recommendation Engineer,YES,HIGH,Recommendation/matching: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon...,Recommendation-heavy profile with limited explicit retrieval/search infrastructure.,Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... | Ranking/relevance: Niramai Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing -> embedding generation (using a fine-tuned BGE-large) -> Pinecon... Concern: Recommendation-heavy profile with limited explicit retrieval/search infrastructure. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the..."
CAND_0043228,53,Applied ML Engineer,6.8,Search Ranking Engineer,YES,HIGH,"Ranking/relevance: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Profile consistency concern: previous_title_description_mismatch,Top 25,Much Too Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: Zoho Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: previous_title_description_mismatch Decision is YES and suggested band is Top 25 because role-level evidence, not rank position, drives the judgment."
CAND_0003977,54,Recommendation Systems Engineer,4.6,Recommendation Engineer,NO,LOW,"Ranking/relevance: Google Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: current_title_description_mismatch,  skills_current_role_mismatch,  skills_career_history_mismatch",Outside Top 100,Slightly High,"Committee classifies this as Recommendation Engineer. Ranking/relevance: Google Recommendation Systems Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Google Recommendation Systems Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: current_title_description_mismatch, skills_current_role_mismatch, skills_career_history_mismatch Decision is NO and suggested band is Outside Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0036863,55,Senior Data Scientist,4.3,Search Ranking Engineer,YES,MEDIUM,"Ranking/relevance: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.",Repeated/template-like role descriptions across employers; committee discounts confidence.,Top 50,Slightly Low,"Committee classifies this as Search Ranking Engineer. Ranking/relevance: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. | Retrieval/search infra: upGrad Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Repeated/template-like role descriptions across employers; committee discounts confidence. Decision is YES and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0086151,56,Recommendation Systems Engineer,7.7,Recommendation Engineer,MAYBE,MEDIUM,"Recommendation/matching: Glance Search Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Wysa Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months.","Profile consistency concern: current_title_description_mismatch,  previous_title_description_mismatch,  skills_current_role_mismatch,  skills_headline_mismatch,  skills_career_history_mismatch",Top 50,Slightly Low,"Committee classifies this as Recommendation Engineer. Recommendation/matching: Glance Search Engineer: Built a content recommendation system serving 10M+ users that combined collaborative filtering with content-based ranking. | Ranking/relevance: Wysa Recommendation Systems Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learning-to-rank model over 9 months. Concern: Profile consistency concern: current_title_description_mismatch, previous_title_description_mismatch, skills_current_role_mismatch, skills_headline_mismatch, skills_career_history_mismatch Decision is MAYBE and suggested band is Top 50 because role-level..."
CAND_0079064,57,Senior Data Scientist,5.2,Applied ML Engineer,MAYBE,MEDIUM,"Ranking/relevance: Niramai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Niramai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents.",Long notice period (120 days).,Top 50,Slightly Low,"Committee classifies this as Applied ML Engineer. Ranking/relevance: Niramai Senior Data Scientist: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: Niramai Senior Data Scientist: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Long notice period (120 days). Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0070398,58,Machine Learning Engineer,7.2,Retrieval Engineer,MAYBE,MEDIUM,"Retrieval/search infra: Genpact AI Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Genpact AI Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments.",Profile consistency concern: skills_headline_mismatch,Top 50,Slightly Low,"Committee classifies this as Retrieval Engineer. Retrieval/search infra: Genpact AI Machine Learning Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. | Ranking/relevance: Genpact AI Machine Learning Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. Concern: Profile consistency concern: skills_headline_mismatch Decision is MAYBE and suggested band is Top 50 because role-level evidence, not rank position, drives the judgment."
CAND_0019480,59,NLP Engineer,2.8,NLP Engineer,MAYBE,MEDIUM,Ranking/relevance: Meesho NLP Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meesho NLP Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes.,"Profile consistency concern: previous_title_description_mismatch,  previous_title_description_mismatch,  moderate_career_incoherence,  skills_headline_mismatch",Top 100,Correct,"Committee classifies this as NLP Engineer. Ranking/relevance: Meesho NLP Engineer: Trained and shipped multiple ranking models for our product's discovery feed using XGBoost and LightGBM. | Evaluation: Meesho NLP Engineer: Owned the offline-online correlation analysis that determined which offline metrics actually predicted A/B test outcomes. Concern: Profile consistency concern: previous_title_description_mismatch, previous_title_description_mismatch, moderate_career_incoherence, skills_headline_mismatch Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
CAND_0093331,60,NLP Engineer,16.1,NLP Engineer,MAYBE,MEDIUM,"Ranking/relevance: InMobi NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: InMobi NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents.","Profile consistency concern: previous_title_description_mismatch,  degree_order_reversal",Top 100,Correct,"Committee classifies this as NLP Engineer. Ranking/relevance: InMobi NLP Engineer: Reported search-relevance improvement of 35% over the prior Elasticsearch BM25 setup, validated through human relevance judgments. | Retrieval/search infra: InMobi NLP Engineer: Developed a semantic search feature for an internal knowledge base of ~500K documents. Concern: Profile consistency concern: previous_title_description_mismatch, degree_order_reversal Decision is MAYBE and suggested band is Top 100 because role-level evidence, not rank position, drives the judgment."
